pin,slack
DiscID_1/DiscExpID_1/ExpansionID0_1_fast_RNI1MHD[13]:Y,-12322
SSITop_2/SSIDataLatch[1]:CLK,
SSITop_2/SSIDataLatch[1]:D,15326
SSITop_2/SSIDataLatch[1]:EN,12103
SSITop_2/SSIDataLatch[1]:Q,
Quad_1/QuadXface_1/RisingLatch0:CLK,13059
Quad_1/QuadXface_1/RisingLatch0:D,14215
Quad_1/QuadXface_1/RisingLatch0:Q,13059
Quad_1/QuadXface_5/HomeReg[15]:CLK,
Quad_1/QuadXface_5/HomeReg[15]:D,15287
Quad_1/QuadXface_5/HomeReg[15]:EN,15120
Quad_1/QuadXface_5/HomeReg[15]:Q,
CtrlIO_1/ShiftOutRegister[2]:CLK,14065
CtrlIO_1/ShiftOutRegister[2]:D,10994
CtrlIO_1/ShiftOutRegister[2]:EN,10927
CtrlIO_1/ShiftOutRegister[2]:Q,14065
DIO8_1/un1_IntDout_iv_0[15]:A,10395
DIO8_1/un1_IntDout_iv_0[15]:B,14235
DIO8_1/un1_IntDout_iv_0[15]:C,8654
DIO8_1/un1_IntDout_iv_0[15]:D,8574
DIO8_1/un1_IntDout_iv_0[15]:Y,8574
SerMemInt_1/intEEPROMAccessFlag:CLK,5866
SerMemInt_1/intEEPROMAccessFlag:D,11779
SerMemInt_1/intEEPROMAccessFlag:EN,12007
SerMemInt_1/intEEPROMAccessFlag:Q,5866
SerMemInt_1/intEEPROMAccessFlag:SLn,14004
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[10]:A,10638
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[10]:B,10532
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[10]:C,10880
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[10]:D,10575
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[10]:FCO,
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux[10]:Y,10532
Quad_1/QuadXface_6/Latch1Reg[14]:CLK,
Quad_1/QuadXface_6/Latch1Reg[14]:D,15287
Quad_1/QuadXface_6/Latch1Reg[14]:EN,13858
Quad_1/QuadXface_6/Latch1Reg[14]:Q,
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0:A,9722
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0:B,12133
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0:C,10737
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0:D,10645
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0:Y,9722
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_9:B,13803
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_9:C,13830
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_9:IPB,13803
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_9:IPC,13830
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_6:IPC,
MDTTop_1/un1_discoverIdDataOut_0_iv_3[26]:A,12671
MDTTop_1/un1_discoverIdDataOut_0_iv_3[26]:B,9129
MDTTop_1/un1_discoverIdDataOut_0_iv_3[26]:C,12266
MDTTop_1/un1_discoverIdDataOut_0_iv_3[26]:D,
MDTTop_1/un1_discoverIdDataOut_0_iv_3[26]:Y,9129
MDTTop_1/un1_discoverIdDataOut_0_iv_6[9]:A,
MDTTop_1/un1_discoverIdDataOut_0_iv_6[9]:B,12802
MDTTop_1/un1_discoverIdDataOut_0_iv_6[9]:C,14992
MDTTop_1/un1_discoverIdDataOut_0_iv_6[9]:D,5862
MDTTop_1/un1_discoverIdDataOut_0_iv_6[9]:Y,5862
Decode_1/un215_data:A,16403
Decode_1/un215_data:B,
Decode_1/un215_data:C,16183
Decode_1/un215_data:D,9157
Decode_1/un215_data:Y,9157
SSITop_1/DelayCounter[11]:CLK,11561
SSITop_1/DelayCounter[11]:D,13889
SSITop_1/DelayCounter[11]:EN,9833
SSITop_1/DelayCounter[11]:Q,11561
SSITop_1/DelayCounter[11]:SLn,10722
Quad_1/QuadXface_2/un3_capturelatch0counts_0_1:A,13470
Quad_1/QuadXface_2/un3_capturelatch0counts_0_1:B,13406
Quad_1/QuadXface_2/un3_capturelatch0counts_0_1:C,13326
Quad_1/QuadXface_2/un3_capturelatch0counts_0_1:Y,13326
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/FF_10:IPENn,
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/FF_8:IPENn,
ExpModLED_1/Exp3LED_7_i_m2[2]:A,
ExpModLED_1/Exp3LED_7_i_m2[2]:B,-12189
ExpModLED_1/Exp3LED_7_i_m2[2]:C,-9989
ExpModLED_1/Exp3LED_7_i_m2[2]:Y,-12189
MDTTop_1/Delay_s[11]:B,5728
MDTTop_1/Delay_s[11]:FCI,5556
MDTTop_1/Delay_s[11]:S,5556
DATA_iobuf[16]/U0/U_IOOUTFF:A,1689
DATA_iobuf[16]/U0/U_IOOUTFF:Y,1689
CtrlOut_2/un2_controloutputoneshot_1[0]:A,12984
CtrlOut_2/un2_controloutputoneshot_1[0]:B,11666
CtrlOut_2/un2_controloutputoneshot_1[0]:C,12840
CtrlOut_2/un2_controloutputoneshot_1[0]:Y,11666
DIO8_1/D8OutputReg0[8]:ALn,-4495
DIO8_1/D8OutputReg0[8]:CLK,13186
DIO8_1/D8OutputReg0[8]:D,
DIO8_1/D8OutputReg0[8]:EN,-9145
DIO8_1/D8OutputReg0[8]:Q,13186
Quad_1/QuadXface_5/RisingLatch1:CLK,13059
Quad_1/QuadXface_5/RisingLatch1:D,14215
Quad_1/QuadXface_5/RisingLatch1:Q,13059
CtrlOut_1/ShiftRegister_4[14]:A,15612
CtrlOut_1/ShiftRegister_4[14]:B,14235
CtrlOut_1/ShiftRegister_4[14]:C,12813
CtrlOut_1/ShiftRegister_4[14]:Y,12813
Analog_1/Ser2Par_1/S2P_Data_7[9]:A,13152
Analog_1/Ser2Par_1/S2P_Data_7[9]:B,10712
Analog_1/Ser2Par_1/S2P_Data_7[9]:C,10646
Analog_1/Ser2Par_1/S2P_Data_7[9]:Y,10646
Quad_1/QuadXface_6/Latch1ArmedState[0]:CLK,13326
Quad_1/QuadXface_6/Latch1ArmedState[0]:D,-8429
Quad_1/QuadXface_6/Latch1ArmedState[0]:Q,13326
Quad_1/QuadXface_4/Latch0Reg[11]:CLK,
Quad_1/QuadXface_4/Latch0Reg[11]:D,15287
Quad_1/QuadXface_4/Latch0Reg[11]:EN,13858
Quad_1/QuadXface_4/Latch0Reg[11]:Q,
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_11:B,13995
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_11:C,14118
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_11:IPB,13995
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_11:IPC,14118
DIO8_1/D8OutputReg1[7]:ALn,-4495
DIO8_1/D8OutputReg1[7]:CLK,11880
DIO8_1/D8OutputReg1[7]:D,
DIO8_1/D8OutputReg1[7]:EN,-8821
DIO8_1/D8OutputReg1[7]:Q,11880
MDTTop_1/MDTPosition_1_cry_7:B,5545
MDTTop_1/MDTPosition_1_cry_7:FCI,5442
MDTTop_1/MDTPosition_1_cry_7:FCO,5442
MDTTop_1/MDTPosition_1_cry_7:S,5659
ExpModLED_1/ShiftRegister2[2]:CLK,14333
ExpModLED_1/ShiftRegister2[2]:D,9180
ExpModLED_1/ShiftRegister2[2]:EN,12691
ExpModLED_1/ShiftRegister2[2]:Q,14333
Quad_1/QuadXface_4/intAccumOverflow_1_0_a3_0_14:A,10881
Quad_1/QuadXface_4/intAccumOverflow_1_0_a3_0_14:B,10790
Quad_1/QuadXface_4/intAccumOverflow_1_0_a3_0_14:C,12080
Quad_1/QuadXface_4/intAccumOverflow_1_0_a3_0_14:Y,10790
MDTTop_1/un1_discoverIdDataOut_0_iv_4[7]:A,12950
MDTTop_1/un1_discoverIdDataOut_0_iv_4[7]:B,
MDTTop_1/un1_discoverIdDataOut_0_iv_4[7]:C,
MDTTop_1/un1_discoverIdDataOut_0_iv_4[7]:D,8098
MDTTop_1/un1_discoverIdDataOut_0_iv_4[7]:Y,8098
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_o9_4:A,12111
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_o9_4:B,12006
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_o9_4:C,11962
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_o9_4:Y,11962
Quad_1/QuadXface_6/intLatch0Lat:CLK,-3806
Quad_1/QuadXface_6/intLatch0Lat:D,11082
Quad_1/QuadXface_6/intLatch0Lat:Q,-3806
Quad_1/QuadXface_6/intLatch0Lat:SLn,11847
Quad_1/QuadXface_5/Latch0Reg[0]:CLK,
Quad_1/QuadXface_5/Latch0Reg[0]:D,15287
Quad_1/QuadXface_5/Latch0Reg[0]:EN,13858
Quad_1/QuadXface_5/Latch0Reg[0]:Q,
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/FF_4:IPENn,
Quad_1/QuadXface_6/QuadDataOut_1[15]:A,16263
Quad_1/QuadXface_6/QuadDataOut_1[15]:B,16380
Quad_1/QuadXface_6/QuadDataOut_1[15]:C,16485
Quad_1/QuadXface_6/QuadDataOut_1[15]:D,13636
Quad_1/QuadXface_6/QuadDataOut_1[15]:Y,13636
DIO8_1/un1_IntDout_iv_0[9]:A,13193
DIO8_1/un1_IntDout_iv_0[9]:B,13079
DIO8_1/un1_IntDout_iv_0[9]:C,10501
DIO8_1/un1_IntDout_iv_0[9]:D,10395
DIO8_1/un1_IntDout_iv_0[9]:Y,10395
Quad_1/QuadXface_3/EdgeMode:CLK,
Quad_1/QuadXface_3/EdgeMode:D,-7004
Quad_1/QuadXface_3/EdgeMode:EN,-11028
Quad_1/QuadXface_3/EdgeMode:Q,
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_14:C,10556
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_14:IPB,
Analog_1/DataBuf_1/RAM_2/ram_ram_0_1/CFG_14:IPC,10556
MDTTop_2/SetDataValid:CLK,5843
MDTTop_2/SetDataValid:D,5827
MDTTop_2/SetDataValid:EN,-2699
MDTTop_2/SetDataValid:Q,5843
DIO8_1/un1_IntDout_iv[14]:A,10395
DIO8_1/un1_IntDout_iv[14]:B,14235
DIO8_1/un1_IntDout_iv[14]:C,8654
DIO8_1/un1_IntDout_iv[14]:D,8574
DIO8_1/un1_IntDout_iv[14]:Y,8574
Quad_1/QuadXface_5/un3_capturelatch1counts_0:A,13318
Quad_1/QuadXface_5/un3_capturelatch1counts_0:B,14407
Quad_1/QuadXface_5/un3_capturelatch1counts_0:C,13059
Quad_1/QuadXface_5/un3_capturelatch1counts_0:D,12964
Quad_1/QuadXface_5/un3_capturelatch1counts_0:Y,12964
DIO8_1/d8DataOut_m2_1[2]:A,13316
DIO8_1/d8DataOut_m2_1[2]:B,12258
DIO8_1/d8DataOut_m2_1[2]:C,
DIO8_1/d8DataOut_m2_1[2]:Y,12258
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_26:C,14007
Analog_1/DataBuf_1/RAM_1/ram_ram_0_0/CFG_26:IPC,14007
Quad_1/QuadXface_5/QuadDataOut_1_m2[12]:A,15937
Quad_1/QuadXface_5/QuadDataOut_1_m2[12]:B,15663
Quad_1/QuadXface_5/QuadDataOut_1_m2[12]:C,14499
Quad_1/QuadXface_5/QuadDataOut_1_m2[12]:D,
Quad_1/QuadXface_5/QuadDataOut_1_m2[12]:Y,14499
Exp0Data_iobuf[3]/U0/U_IOOUTFF:A,
Exp0Data_iobuf[3]/U0/U_IOOUTFF:Y,
Analog_1/StateMach_1/State[0]:CLK,12937
Analog_1/StateMach_1/State[0]:D,9984
Analog_1/StateMach_1/State[0]:Q,12937
Quad_1/QuadXface_5/QuadDataOut_1_m2[9]:A,14975
Quad_1/QuadXface_5/QuadDataOut_1_m2[9]:B,14701
Quad_1/QuadXface_5/QuadDataOut_1_m2[9]:C,13537
Quad_1/QuadXface_5/QuadDataOut_1_m2[9]:D,
Quad_1/QuadXface_5/QuadDataOut_1_m2[9]:Y,13537
Quad_1/QuadXface_5/QB[2]:CLK,-3837
Quad_1/QuadXface_5/QB[2]:D,15310
Quad_1/QuadXface_5/QB[2]:Q,-3837
Quad_1/QuadXface_4/Latch0Reg[4]:CLK,
Quad_1/QuadXface_4/Latch0Reg[4]:D,15287
Quad_1/QuadXface_4/Latch0Reg[4]:EN,13858
Quad_1/QuadXface_4/Latch0Reg[4]:Q,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[12]:A,14814
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[12]:B,14755
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[12]:C,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[12]:D,
Quad_1/QuadXface_1/QuadDataOut_1_m2_2[12]:Y,14755
Exp_Mxd_ID_LATCH_obuf/U0/U_IOENFF:A,
Exp_Mxd_ID_LATCH_obuf/U0/U_IOENFF:Y,
Quad_1/QuadXface_5/IndexPolarity:CLK,
Quad_1/QuadXface_5/IndexPolarity:D,
Quad_1/QuadXface_5/IndexPolarity:EN,-7429
Quad_1/QuadXface_5/IndexPolarity:Q,
Quad_1/QuadXface_1/Latch0InSel:CLK,15548
Quad_1/QuadXface_1/Latch0InSel:D,
Quad_1/QuadXface_1/Latch0InSel:EN,-10191
Quad_1/QuadXface_1/Latch0InSel:Q,15548
RD_L_ibuf/U0/U_IOPAD:PAD,1405
RD_L_ibuf/U0/U_IOPAD:Y,1405
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_9:A,11002
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_9:B,10952
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_9:C,10855
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_9:D,10737
Quad_1/QuadXface_5/intAccumOverflow_1_0_0_a2_0_9:Y,10737
MDTTop_1/CountRA_cry[2]:B,5488
MDTTop_1/CountRA_cry[2]:FCI,5442
MDTTop_1/CountRA_cry[2]:FCO,5442
MDTTop_1/CountRA_cry[2]:S,5727
SSITop_1/SSIDataLatch_Z[1]:CLK,
SSITop_1/SSIDataLatch_Z[1]:D,15326
SSITop_1/SSIDataLatch_Z[1]:EN,12103
SSITop_1/SSIDataLatch_Z[1]:Q,
Quad_1/QuadXface_5/Latch0Reg[10]:CLK,
Quad_1/QuadXface_5/Latch0Reg[10]:D,15287
Quad_1/QuadXface_5/Latch0Reg[10]:EN,13858
Quad_1/QuadXface_5/Latch0Reg[10]:Q,
MDTTop_1/mdtSimpDataOut_1_0[5]:A,16012
MDTTop_1/mdtSimpDataOut_1_0[5]:B,
MDTTop_1/mdtSimpDataOut_1_0[5]:C,
MDTTop_1/mdtSimpDataOut_1_0[5]:Y,16012
DiscID_1/discoverIdDataOut_1_m2_2[7]:A,12989
DiscID_1/discoverIdDataOut_1_m2_2[7]:B,11273
DiscID_1/discoverIdDataOut_1_m2_2[7]:C,
DiscID_1/discoverIdDataOut_1_m2_2[7]:D,
DiscID_1/discoverIdDataOut_1_m2_2[7]:Y,11273
Analog_1/StateMach_1/InterConversionDelayTC_RNIP9SI:B,12684
Analog_1/StateMach_1/InterConversionDelayTC_RNIP9SI:C,9477
Analog_1/StateMach_1/InterConversionDelayTC_RNIP9SI:FCO,10701
Analog_1/StateMach_1/InterConversionDelayTC_RNIP9SI:Y,9477
M_Card_ID_CLK_obuf/U0/U_IOPAD:D,
M_Card_ID_CLK_obuf/U0/U_IOPAD:E,
M_Card_ID_CLK_obuf/U0/U_IOPAD:PAD,
DiscID_1/DiscCtrlID_1/ShiftEnable_RNO:A,10797
DiscID_1/DiscCtrlID_1/ShiftEnable_RNO:B,13154
DiscID_1/DiscCtrlID_1/ShiftEnable_RNO:Y,10797
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[13]:A,10618
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[13]:B,11652
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[13]:C,12000
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[13]:D,11695
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[13]:FCI,
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[13]:Y,10618
DIO8_1/IntDout_3_1_0_wmux[21]:A,10827
DIO8_1/IntDout_3_1_0_wmux[21]:B,10501
DIO8_1/IntDout_3_1_0_wmux[21]:C,12291
DIO8_1/IntDout_3_1_0_wmux[21]:D,11986
DIO8_1/IntDout_3_1_0_wmux[21]:FCO,
DIO8_1/IntDout_3_1_0_wmux[21]:Y,10501
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_34:B,9151
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_34:C,7889
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_34:IPB,9151
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/CFG_34:IPC,7889
MDTTop_1/un1_discoverIdDataOut_0_iv_11[4]:A,8221
MDTTop_1/un1_discoverIdDataOut_0_iv_11[4]:B,9941
MDTTop_1/un1_discoverIdDataOut_0_iv_11[4]:C,15959
MDTTop_1/un1_discoverIdDataOut_0_iv_11[4]:D,10593
MDTTop_1/un1_discoverIdDataOut_0_iv_11[4]:Y,8221
Analog_1/Ser2Par_1/S2P_M0Ch1_Data[14]:CLK,11698
Analog_1/Ser2Par_1/S2P_M0Ch1_Data[14]:D,15326
Analog_1/Ser2Par_1/S2P_M0Ch1_Data[14]:EN,7490
Analog_1/Ser2Par_1/S2P_M0Ch1_Data[14]:Q,11698
Analog_1/Ser2Par_1/S2P_M0Ch1_Data[14]:SLn,9714
Analog_1/DataBuf_1/RAM_1/ram_ram_0_1/FF_29:IPENn,
Quad_1/QuadXface_3/Latch1Reg[0]:CLK,
Quad_1/QuadXface_3/Latch1Reg[0]:D,15287
Quad_1/QuadXface_3/Latch1Reg[0]:EN,13858
Quad_1/QuadXface_3/Latch1Reg[0]:Q,
DIO8_1/D8OutputReg2[14]:ALn,-4495
DIO8_1/D8OutputReg2[14]:CLK,13244
DIO8_1/D8OutputReg2[14]:D,
DIO8_1/D8OutputReg2[14]:EN,-9175
DIO8_1/D8OutputReg2[14]:Q,13244
Quad_1/QuadXface_5/QuadDataOut_1_m2[14]:A,14859
Quad_1/QuadXface_5/QuadDataOut_1_m2[14]:B,14585
Quad_1/QuadXface_5/QuadDataOut_1_m2[14]:C,13421
Quad_1/QuadXface_5/QuadDataOut_1_m2[14]:D,
Quad_1/QuadXface_5/QuadDataOut_1_m2[14]:Y,13421
SSITop_2/Serial2ParallelData[5]:CLK,15326
SSITop_2/Serial2ParallelData[5]:D,15326
SSITop_2/Serial2ParallelData[5]:EN,10706
SSITop_2/Serial2ParallelData[5]:Q,15326
SSITop_2/Serial2ParallelData[5]:SLn,11847
Quad_1/QuadXface_6/QuadDataOut_1_m2[8]:A,14964
Quad_1/QuadXface_6/QuadDataOut_1_m2[8]:B,14857
Quad_1/QuadXface_6/QuadDataOut_1_m2[8]:C,13703
Quad_1/QuadXface_6/QuadDataOut_1_m2[8]:D,
Quad_1/QuadXface_6/QuadDataOut_1_m2[8]:Y,13703
Quad_1/QuadXface_6/Latch0Reg[5]:CLK,
Quad_1/QuadXface_6/Latch0Reg[5]:D,15287
Quad_1/QuadXface_6/Latch0Reg[5]:EN,13858
Quad_1/QuadXface_6/Latch0Reg[5]:Q,
Exp0Data_iobuf[0]/U0/U_IOOUTFF:A,
Exp0Data_iobuf[0]/U0/U_IOOUTFF:Y,
DATA_iobuf[10]/U0/U_IOPAD:D,4667
DATA_iobuf[10]/U0/U_IOPAD:E,4878
DATA_iobuf[10]/U0/U_IOPAD:PAD,4667
DATA_iobuf[10]/U0/U_IOPAD:Y,
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[2]:CLK,11955
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[2]:D,15326
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[2]:EN,7490
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[2]:Q,11955
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[2]:SLn,9714
CtrlIO_1/StateMachine.ClearControlLED_3_f0:A,13133
CtrlIO_1/StateMachine.ClearControlLED_3_f0:B,9349
CtrlIO_1/StateMachine.ClearControlLED_3_f0:C,14176
CtrlIO_1/StateMachine.ClearControlLED_3_f0:D,13984
CtrlIO_1/StateMachine.ClearControlLED_3_f0:Y,9349
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[10]:CLK,10575
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[10]:D,15326
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[10]:EN,7490
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[10]:Q,10575
Analog_1/Ser2Par_1/S2P_CtrlAxis1_Data[10]:SLn,9714
SSITop_1/DataLength_Z[3]:CLK,14589
SSITop_1/DataLength_Z[3]:D,
SSITop_1/DataLength_Z[3]:EN,-7390
SSITop_1/DataLength_Z[3]:Q,14589
Quad_1/QuadXface_4/QuadCount[5]:CLK,10810
Quad_1/QuadXface_4/QuadCount[5]:D,10876
Quad_1/QuadXface_4/QuadCount[5]:Q,10810
Quad_1/QuadXface_4/QuadCount[5]:SLn,11847
DiscID_1/DiscExpID_1/State_RNO[1]:A,12705
DiscID_1/DiscExpID_1/State_RNO[1]:B,12654
DiscID_1/DiscExpID_1/State_RNO[1]:C,14153
DiscID_1/DiscExpID_1/State_RNO[1]:D,13031
DiscID_1/DiscExpID_1/State_RNO[1]:Y,12654
Quad_1/QuadXface_6/QuadCount_RNITQCF4[3]:A,13933
Quad_1/QuadXface_6/QuadCount_RNITQCF4[3]:B,10745
Quad_1/QuadXface_6/QuadCount_RNITQCF4[3]:C,13727
Quad_1/QuadXface_6/QuadCount_RNITQCF4[3]:FCI,10688
Quad_1/QuadXface_6/QuadCount_RNITQCF4[3]:FCO,10688
Quad_1/QuadXface_6/QuadCount_RNITQCF4[3]:S,10910
M_Card_ID_LOAD_obuf/U0/U_IOPAD:D,
M_Card_ID_LOAD_obuf/U0/U_IOPAD:E,
M_Card_ID_LOAD_obuf/U0/U_IOPAD:PAD,
DIO8_1/D8OutputReg0[21]:ALn,-4495
DIO8_1/D8OutputReg0[21]:CLK,12291
DIO8_1/D8OutputReg0[21]:D,
DIO8_1/D8OutputReg0[21]:EN,-9145
DIO8_1/D8OutputReg0[21]:Q,12291
DATA_iobuf[12]/U0/U_IOOUTFF:A,4667
DATA_iobuf[12]/U0/U_IOOUTFF:Y,4667
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_27:C,7750
Analog_1/DataBuf_1/RAM_2/ram_ram_0_0/CFG_27:IPC,7750
Quad_1/QuadXface_5/QL0[2]:CLK,14215
Quad_1/QuadXface_5/QL0[2]:D,15318
Quad_1/QuadXface_5/QL0[2]:Q,14215
Quad_1/QuadXface_3/LatchedInc:CLK,11919
Quad_1/QuadXface_3/LatchedInc:D,-3622
Quad_1/QuadXface_3/LatchedInc:Q,11919
Quad_1/QuadXface_3/Latch0ArmedState_1[0]:A,-10978
Quad_1/QuadXface_3/Latch0ArmedState_1[0]:B,-3806
Quad_1/QuadXface_3/Latch0ArmedState_1[0]:C,14188
Quad_1/QuadXface_3/Latch0ArmedState_1[0]:D,
Quad_1/QuadXface_3/Latch0ArmedState_1[0]:Y,-10978
MDTTop_1/Delay[7]:CLK,3242
MDTTop_1/Delay[7]:D,5632
MDTTop_1/Delay[7]:EN,4696
MDTTop_1/Delay[7]:Q,3242
MDTTop_1/Delay[7]:SLn,6387
SSITop_2/ShiftCounter_s[5]:B,12820
SSITop_2/ShiftCounter_s[5]:C,13980
SSITop_2/ShiftCounter_s[5]:FCI,12793
SSITop_2/ShiftCounter_s[5]:S,12793
SSITop_1/Serial2ParallelData[1]:CLK,15326
SSITop_1/Serial2ParallelData[1]:D,15318
SSITop_1/Serial2ParallelData[1]:EN,10706
SSITop_1/Serial2ParallelData[1]:Q,15326
SSITop_1/Serial2ParallelData[1]:SLn,11847
DIO8_1/d8DataOut_m6_cZ[16]:A,14688
DIO8_1/d8DataOut_m6_cZ[16]:B,13530
DIO8_1/d8DataOut_m6_cZ[16]:C,11137
DIO8_1/d8DataOut_m6_cZ[16]:D,
DIO8_1/d8DataOut_m6_cZ[16]:Y,11137
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[14]:CLK,-13064
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[14]:D,15310
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[14]:EN,13010
DiscID_1/DiscExpID_1/ExpansionID2_1_fast[14]:Q,-13064
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_6_7:A,12151
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_6_7:B,12053
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_6_7:C,11953
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_6_7:D,11843
Analog_1/StateMach_1/un3_preinterconversiondelaytc_0_a9_6_7:Y,11843
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[4]:CLK,12000
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[4]:D,15326
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[4]:EN,7490
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[4]:Q,12000
Analog_1/Ser2Par_1/S2P_M0Ch0_Data[4]:SLn,9714
SSITop_2/SSIDataLatch[14]:CLK,
SSITop_2/SSIDataLatch[14]:D,15326
SSITop_2/SSIDataLatch[14]:EN,12103
SSITop_2/SSIDataLatch[14]:Q,
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[5]:A,10623
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[5]:B,11655
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[5]:C,12003
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[5]:D,11698
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[5]:FCI,
Analog_1/Ser2Par_1/S2P_Data_5_1_0_wmux_0[5]:Y,10623
MDTTop_2/CountRA_cry[8]:B,5602
MDTTop_2/CountRA_cry[8]:FCI,5442
MDTTop_2/CountRA_cry[8]:FCO,5442
MDTTop_2/CountRA_cry[8]:S,5613
Quad_1/QuadXface_6/LearnModeEnable:CLK,13919
Quad_1/QuadXface_6/LearnModeEnable:D,-8429
Quad_1/QuadXface_6/LearnModeEnable:Q,13919
SSITop_1/Serial2ParallelData[2]:CLK,15326
SSITop_1/Serial2ParallelData[2]:D,15326
SSITop_1/Serial2ParallelData[2]:EN,10706
SSITop_1/Serial2ParallelData[2]:Q,15326
SSITop_1/Serial2ParallelData[2]:SLn,11847
DIO8_1/un1_IntDout_iv[6]:A,10395
DIO8_1/un1_IntDout_iv[6]:B,14235
DIO8_1/un1_IntDout_iv[6]:C,8654
DIO8_1/un1_IntDout_iv[6]:D,8574
DIO8_1/un1_IntDout_iv[6]:Y,8574
MDTTop_1/delaydone_0_a3_4:A,3646
MDTTop_1/delaydone_0_a3_4:B,3605
MDTTop_1/delaydone_0_a3_4:C,3508
MDTTop_1/delaydone_0_a3_4:D,3410
MDTTop_1/delaydone_0_a3_4:Y,3410
DIO8_1/d8DataOut_m6_cZ[1]:A,13611
DIO8_1/d8DataOut_m6_cZ[1]:B,11550
